# BLASTN 2.2.30+
# Query: comp3423_c0_seq1 len=201 path=[10233:0-70 9987:71-200]
# Database: /Users/rds45/code/transrate-paper/data/yeast/transcriptome/Saccharomyces_cerevisiae.R64-1-1.cdna.all.fa
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
comp3423_c0_seq1	YIR019C	100.00	130	0	0	72	201	3946	4075	2e-62	  235
# BLASTN 2.2.30+
# Query: comp309149_c0_seq1 len=223 path=[201:0-222]
# Database: /Users/rds45/code/transrate-paper/data/yeast/transcriptome/Saccharomyces_cerevisiae.R64-1-1.cdna.all.fa
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
comp309149_c0_seq1	YJR121W	81.53	222	41	0	2	223	1214	1435	2e-56	  215
# BLASTN 2.2.30+
# Query: comp3111_c0_seq1 len=315 path=[293:0-271 565:272-314]
# Database: /Users/rds45/code/transrate-paper/data/yeast/transcriptome/Saccharomyces_cerevisiae.R64-1-1.cdna.all.fa
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
comp3111_c0_seq1	YGL189C	100.00	33	0	0	283	315	1	33	1e-09	60.8
comp3111_c0_seq1	YER131W	96.97	33	1	0	283	315	1	33	6e-08	55.4
# BLASTN 2.2.30+
# Query: comp3113_c1_seq1 len=225 path=[715:0-138 295:139-224]
# Database: /Users/rds45/code/transrate-paper/data/yeast/transcriptome/Saccharomyces_cerevisiae.R64-1-1.cdna.all.fa
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
comp3113_c1_seq1	YLR334C	89.29	56	6	0	170	225	271	216	4e-14	75.2
comp3113_c1_seq1	YDR241W	90.48	42	4	0	170	211	247	288	3e-09	59.0
comp3113_c1_seq1	YDR034C-A	82.14	56	10	0	170	225	172	117	1e-08	57.2
comp3113_c1_seq1	YOL013W-B	80.36	56	11	0	170	225	286	231	5e-07	51.8
# BLASTN 2.2.30+
# Query: comp272622_c0_seq1 len=216 path=[194:0-215]
# Database: /Users/rds45/code/transrate-paper/data/yeast/transcriptome/Saccharomyces_cerevisiae.R64-1-1.cdna.all.fa
# 0 hits found
# BLASTN 2.2.30+
# Query: comp24393_c0_seq1 len=402 path=[1:0-401]
# Database: /Users/rds45/code/transrate-paper/data/yeast/transcriptome/Saccharomyces_cerevisiae.R64-1-1.cdna.all.fa
# 0 hits found
# BLASTN 2.2.30+
# Query: comp3600_c0_seq2 len=223 path=[1:0-68 70:69-93 20925:94-106 20938:107-118 120:119-142 20969:143-153 20980:154-154 20981:155-158 20352:159-222]
# Database: /Users/rds45/code/transrate-paper/data/yeast/transcriptome/Saccharomyces_cerevisiae.R64-1-1.cdna.all.fa
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 94 hits found
comp3600_c0_seq2	YOL106W	89.54	153	14	2	1	151	231	79	5e-51	  197
comp3600_c0_seq2	YCR018C-A	87.74	155	17	2	1	153	174	20	9e-48	  187
comp3600_c0_seq2	YBL100W-A	98.06	103	2	0	121	223	1	103	5e-45	  178
comp3600_c0_seq2	YBL100W-B	98.06	103	2	0	121	223	1	103	5e-45	  178
comp3600_c0_seq2	YGR161W-B	97.09	103	3	0	121	223	1	103	2e-43	  172
comp3600_c0_seq2	YCL020W	97.09	103	3	0	121	223	1	103	2e-43	  172
comp3600_c0_seq2	YFL002W-B	97.09	103	3	0	121	223	1	103	2e-43	  172
comp3600_c0_seq2	YFL002W-A	97.09	103	3	0	121	223	1	103	2e-43	  172
comp3600_c0_seq2	YCL019W	97.09	103	3	0	121	223	1	103	2e-43	  172
comp3600_c0_seq2	YGR161W-A	97.09	103	3	0	121	223	1	103	2e-43	  172
comp3600_c0_seq2	YLR410W-A	96.12	103	4	0	121	223	1	103	2e-42	  168
comp3600_c0_seq2	YLR410W-B	96.12	103	4	0	121	223	1	103	2e-42	  168
comp3600_c0_seq2	YDR261W-B	95.15	103	5	0	121	223	1	103	1e-40	  163
comp3600_c0_seq2	YOR343W-A	95.15	103	5	0	121	223	1	103	1e-40	  163
comp3600_c0_seq2	YDR210W-A	95.15	103	5	0	121	223	1	103	1e-40	  163
comp3600_c0_seq2	YDR210W-B	95.15	103	5	0	121	223	1	103	1e-40	  163
comp3600_c0_seq2	YOR343W-B	95.15	103	5	0	121	223	1	103	1e-40	  163
comp3600_c0_seq2	YDR261W-A	95.15	103	5	0	121	223	1	103	1e-40	  163
comp3600_c0_seq2	YPR002C-A	90.35	114	10	1	1	113	117	4	2e-37	  152
comp3600_c0_seq2	YIL060W	87.70	122	14	1	31	151	30	151	2e-36	  149
comp3600_c0_seq2	YHR145C	87.70	122	14	1	31	151	30	151	2e-36	  149
comp3600_c0_seq2	YDR034C-D	90.29	103	10	0	121	223	1	103	3e-34	  141
comp3600_c0_seq2	YOR192C-A	90.29	103	10	0	121	223	1	103	3e-34	  141
comp3600_c0_seq2	YDR034C-C	90.29	103	10	0	121	223	1	103	3e-34	  141
comp3600_c0_seq2	YOR192C-B	90.29	103	10	0	121	223	1	103	3e-34	  141
comp3600_c0_seq2	YOR192C-C	86.07	122	16	1	31	151	30	151	1e-33	  140
comp3600_c0_seq2	YDR366C	82.93	123	19	2	31	151	348	226	1e-27	  120
comp3600_c0_seq2	YJR028W	85.58	104	13	2	121	223	1	103	2e-25	  113
comp3600_c0_seq2	YJR027W	85.58	104	13	2	121	223	1	103	2e-25	  113
comp3600_c0_seq2	YGR038C-B	85.58	104	13	2	121	223	1	103	2e-25	  113
comp3600_c0_seq2	YJR026W	85.58	104	13	2	121	223	1	103	2e-25	  113
comp3600_c0_seq2	YGR027W-B	85.58	104	13	2	121	223	1	103	2e-25	  113
comp3600_c0_seq2	YGR038C-A	85.58	104	13	2	121	223	1	103	2e-25	  113
